GAME_DATE_EST,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,PTS_away,point_total,point_average_last10,point_againts_average_last10,away_point_average_last10,away_point_againts_average_last10,cgp,wins,losses,winpercent,cgp_away,wins_away,losses_away,winpercen_away,hometeam-homewins,hometeam-awaywins,awayteam-homewins,awayteam-awaywins,avgpointtotal_home,avgpointtotal_away,meanpointtotal
2020-03-01,1610612766,1610612749,2019,85.0,93.0,178.0,98.55,108.05,122.2,107.5,59,21,38,0.356,59,51,8,0.8640000000000001,9,12,27,24,210.92000000000002,225.64,218.28
2020-03-01,1610612750,1610612742,2019,91.0,111.0,202.0,116.1,123.15,115.45,112.9,58,17,41,0.293,60,36,24,0.6,7,10,16,20,229.51999999999998,227.34,228.43
2020-03-01,1610612746,1610612755,2019,136.0,130.0,266.0,116.65,109.3,107.55,107.9,59,40,19,0.6779999999999999,60,37,23,0.617,24,16,28,9,226.38,214.95999999999998,220.67
2020-03-01,1610612743,1610612761,2019,133.0,118.0,251.0,112.35,109.5,115.95,107.4,59,40,19,0.6779999999999999,59,42,17,0.7120000000000001,23,17,23,19,219.32,218.5,218.91
2020-03-01,1610612758,1610612765,2019,106.0,100.0,206.0,112.65,112.55,106.85,110.05,59,25,34,0.424,61,20,41,0.328,12,13,11,9,219.60000000000002,218.12,218.86
2020-03-01,1610612740,1610612747,2019,114.0,122.0,236.0,120.8,117.3,116.2,109.4,59,26,33,0.441,58,45,13,0.7759999999999999,12,14,21,24,231.38,222.32,226.85
2020-03-01,1610612744,1610612764,2019,110.0,124.0,234.0,108.0,118.3,116.3,120.55,60,13,47,0.217,58,21,37,0.362,7,6,14,7,218.07999999999998,236.64,227.35999999999999
2020-02-29,1610612752,1610612741,2019,125.0,115.0,240.0,105.4,110.2,108.5,113.5,59,17,42,0.288,59,20,39,0.339,8,9,12,8,217.7,216.12,216.91
2020-02-29,1610612737,1610612757,2019,129.0,117.0,246.0,118.15,122.4,115.4,118.05,61,18,43,0.295,60,26,34,0.433,12,6,16,10,232.5,228.06,230.28
2020-02-29,1610612748,1610612751,2019,116.0,113.0,229.0,114.75,112.3,112.3,111.4,59,37,22,0.627,58,26,32,0.448,24,13,16,10,223.18,218.98000000000002,221.08
2020-02-29,1610612739,1610612754,2019,104.0,113.0,217.0,110.7,117.5,109.4,108.85,59,17,42,0.288,59,35,24,0.593,9,8,21,14,222.3,217.48,219.89
2020-02-29,1610612763,1610612747,2019,105.0,88.0,193.0,113.4,112.75,118.05,109.65,59,28,31,0.475,57,45,12,0.789,16,12,21,24,228.3,223.22,225.76
2020-02-29,1610612738,1610612745,2019,110.0,111.0,221.0,116.7,109.25,117.65,114.7,58,41,17,0.7070000000000001,58,38,20,0.655,23,18,21,17,220.38,231.62,226.0
2020-02-29,1610612759,1610612753,2019,114.0,113.0,227.0,111.4,113.0,108.8,111.35,57,24,33,0.421,59,27,32,0.458,14,10,16,11,227.5,214.36,220.93
2020-02-29,1610612756,1610612744,2019,99.0,115.0,214.0,108.1,109.85,107.15,118.9,60,24,36,0.4,59,12,47,0.203,11,13,7,5,225.22,218.24,221.73000000000002
2020-02-28,1610612753,1610612750,2019,136.0,125.0,261.0,107.05,109.55,115.45,122.3,58,26,32,0.448,57,17,40,0.298,15,11,7,10,213.22,229.45999999999998,221.33999999999997
2020-02-28,1610612737,1610612751,2019,141.0,118.0,259.0,116.25,123.3,110.85,109.4,60,17,43,0.283,57,26,31,0.456,11,6,16,10,231.44,218.8,225.12
2020-02-28,1610612761,1610612766,2019,96.0,99.0,195.0,118.15,108.0,98.2,108.25,58,42,16,0.7240000000000001,58,20,38,0.345,23,19,9,11,218.54000000000002,211.57999999999998,215.06
2020-02-28,1610612748,1610612742,2019,126.0,118.0,244.0,114.55,111.95,116.2,112.85,58,36,22,0.621,59,36,23,0.61,23,13,16,20,222.88,226.9,224.89
2020-02-28,1610612763,1610612758,2019,101.0,104.0,205.0,114.3,113.15,113.1,113.4,58,28,30,0.483,58,24,34,0.414,16,12,12,12,229.36,219.76,224.56
2020-02-28,1610612749,1610612760,2019,133.0,86.0,219.0,121.9,109.1,115.5,108.25,58,50,8,0.862,59,37,22,0.627,26,24,20,17,226.57999999999998,220.9,223.74
2020-02-28,1610612740,1610612739,2019,116.0,104.0,220.0,121.15,117.5,111.25,117.3,58,25,33,0.431,58,17,41,0.293,11,14,9,8,231.5,221.84,226.67000000000002
2020-02-28,1610612756,1610612765,2019,111.0,113.0,224.0,107.7,109.9,106.95,110.15,59,24,35,0.407,60,19,41,0.317,11,13,11,8,225.74,218.0,221.87
2020-02-28,1610612762,1610612764,2019,129.0,119.0,248.0,115.05,114.2,115.45,120.7,58,36,22,0.621,57,21,36,0.368,20,16,14,7,222.5,236.22,229.36
2020-02-28,1610612746,1610612743,2019,132.0,103.0,235.0,116.8,110.75,113.9,109.45,58,39,19,0.672,58,40,18,0.69,23,16,23,17,226.74,218.18,222.46
2020-02-27,1610612755,1610612752,2019,115.0,106.0,221.0,107.25,107.5,105.3,110.85,59,36,23,0.61,58,17,41,0.293,27,9,8,9,214.8,217.44,216.12
2020-02-27,1610612754,1610612757,2019,106.0,100.0,206.0,109.15,108.6,115.45,117.7,58,34,24,0.586,59,26,33,0.441,20,14,16,10,217.27999999999997,228.1,222.69
2020-02-27,1610612760,1610612758,2019,112.0,108.0,220.0,115.3,108.6,112.75,113.95,58,36,22,0.621,57,24,33,0.421,19,17,12,12,221.3,219.28,220.29000000000002
2020-02-27,1610612744,1610612747,2019,86.0,116.0,202.0,107.7,119.3,118.7,111.05,58,12,46,0.207,56,44,12,0.7859999999999999,7,5,21,23,219.1,223.78,221.44
2020-02-26,1610612766,1610612752,2019,107.0,101.0,208.0,97.95,108.4,104.6,111.35,57,19,38,0.333,57,17,40,0.298,8,11,8,9,211.82,217.76,214.79
2020-02-26,1610612739,1610612755,2019,108.0,94.0,202.0,110.15,117.9,107.1,107.55,57,16,41,0.281,58,36,22,0.621,8,8,27,9,221.98,214.96,218.47
2020-02-26,1610612764,1610612751,2019,110.0,106.0,216.0,115.75,121.75,111.1,110.05,56,20,36,0.357,56,26,30,0.464,13,7,16,10,236.16,219.16000000000003,227.66000000000003
2020-02-26,1610612737,1610612753,2019,120.0,130.0,250.0,116.4,122.3,106.25,109.15,59,17,42,0.288,57,25,32,0.439,11,6,15,10,230.6,212.48,221.54
2020-02-26,1610612748,1610612750,2019,126.0,129.0,255.0,112.45,109.3,114.9,121.15,57,36,21,0.632,56,16,40,0.286,23,13,7,9,221.96,229.16,225.56
2020-02-26,1610612745,1610612763,2019,140.0,112.0,252.0,116.0,114.95,113.45,112.1,57,37,20,0.649,57,28,29,0.491,20,17,16,12,231.4,228.76,230.07999999999998
2020-02-26,1610612759,1610612742,2019,103.0,109.0,212.0,113.05,113.0,117.1,113.85,56,24,32,0.429,58,35,23,0.603,14,10,16,19,228.18,227.86,228.02
2020-02-26,1610612756,1610612746,2019,92.0,102.0,194.0,108.8,110.85,116.9,111.85,58,24,34,0.414,57,38,19,0.667,11,13,23,15,226.5,226.76,226.63
2020-02-26,1610612762,1610612738,2019,103.0,114.0,217.0,116.05,113.55,117.15,110.5,57,36,21,0.632,57,40,17,0.7020000000000001,20,16,23,17,222.36,221.04000000000002,221.70000000000002
2020-02-25,1610612754,1610612766,2019,119.0,80.0,199.0,108.6,110.7,98.55,107.9,57,33,24,0.579,56,19,37,0.339,19,14,8,11,217.66,211.94,214.8
2020-02-25,1610612761,1610612749,2019,97.0,108.0,205.0,118.5,107.85,121.85,109.15,57,42,15,0.737,57,49,8,0.86,23,19,26,23,218.64,227.28,222.95999999999998
2020-02-25,1610612741,1610612760,2019,122.0,124.0,246.0,107.65,113.1,115.15,107.8,58,20,38,0.345,57,35,22,0.614,12,8,19,16,215.76,220.94,218.35
2020-02-25,1610612743,1610612765,2019,115.0,98.0,213.0,113.3,110.1,107.0,109.7,57,39,18,0.684,59,19,40,0.322,22,17,11,8,218.84,218.01999999999998,218.43
2020-02-25,1610612747,1610612740,2019,118.0,109.0,227.0,118.1,110.55,121.85,117.15,55,43,12,0.782,57,25,32,0.439,20,23,11,14,223.46,231.46,227.46
2020-02-25,1610612757,1610612738,2019,106.0,118.0,224.0,115.9,117.4,116.15,110.65,58,26,32,0.448,56,39,17,0.696,16,10,23,16,228.36,220.46,224.41000000000003
2020-02-25,1610612744,1610612758,2019,94.0,112.0,206.0,107.9,119.05,112.85,114.4,57,12,45,0.211,56,23,33,0.411,7,5,12,11,218.57999999999998,219.76,219.17
2020-02-24,1610612739,1610612748,2019,125.0,119.0,244.0,109.55,117.7,112.55,109.25,56,15,41,0.268,56,36,20,0.643,7,8,23,13,221.2,220.57999999999998,220.89
2020-02-24,1610612755,1610612737,2019,129.0,112.0,241.0,106.65,107.6,115.85,121.4,57,35,22,0.614,58,17,41,0.293,26,9,11,6,214.04000000000002,230.8,222.42000000000002
2020-02-24,1610612764,1610612749,2019,134.0,137.0,271.0,114.6,119.95,120.2,108.75,55,20,35,0.364,56,48,8,0.857,13,7,26,22,235.01999999999998,226.14,230.57999999999998
2020-02-24,1610612751,1610612753,2019,113.0,115.0,228.0,110.85,108.6,105.2,108.4,55,26,29,0.473,56,24,32,0.429,16,10,15,9,219.38,211.83999999999997,215.60999999999999
2020-02-24,1610612745,1610612752,2019,123.0,112.0,235.0,116.8,114.8,105.6,111.95,56,36,20,0.643,56,17,39,0.304,19,17,8,9,231.26,217.18,224.22
2020-02-24,1610612742,1610612750,2019,139.0,123.0,262.0,115.45,113.05,113.95,119.5,57,34,23,0.596,55,16,39,0.291,15,19,7,9,226.78,228.16,227.47
2020-02-24,1610612762,1610612756,2019,111.0,131.0,242.0,115.95,111.6,108.4,111.25,56,36,20,0.643,57,23,34,0.404,20,16,11,12,221.64,226.38,224.01
2020-02-24,1610612746,1610612763,2019,124.0,97.0,221.0,116.4,114.0,114.65,111.6,56,37,19,0.6609999999999999,56,28,28,0.5,22,15,16,12,226.32,228.42,227.37
2020-02-23,1610612747,1610612738,2019,114.0,112.0,226.0,118.55,110.6,115.25,109.9,54,42,12,0.778,55,39,16,0.7090000000000001,19,23,23,16,223.36,220.57999999999998,221.97
2020-02-23,1610612761,1610612754,2019,127.0,81.0,208.0,117.1,108.85,110.3,109.55,56,41,15,0.732,56,33,23,0.589,22,19,19,14,219.04000000000002,218.02,218.53000000000003
2020-02-23,1610612743,1610612750,2019,128.0,116.0,244.0,112.9,110.05,113.4,118.3,56,38,18,0.679,54,16,38,0.296,21,17,7,9,217.9,227.68,222.79000000000002
2020-02-23,1610612741,1610612764,2019,126.0,117.0,243.0,106.55,112.8,114.8,119.4,57,19,38,0.333,54,20,34,0.37,11,8,13,7,215.34,235.07999999999998,225.20999999999998
2020-02-23,1610612760,1610612759,2019,131.0,103.0,234.0,114.65,109.15,113.9,112.35,56,34,22,0.607,55,24,31,0.436,18,16,14,10,220.7,227.89999999999998,224.29999999999998
2020-02-23,1610612744,1610612740,2019,101.0,115.0,216.0,108.05,118.85,121.95,117.85,56,12,44,0.214,56,24,32,0.429,7,5,11,13,219.0,232.34,225.67000000000002
2020-02-23,1610612757,1610612765,2019,107.0,104.0,211.0,115.6,118.3,107.35,109.55,57,25,32,0.439,58,19,39,0.328,15,10,11,8,228.82,218.16,223.49
2020-02-22,1610612746,1610612758,2019,103.0,112.0,215.0,117.55,114.0,113.0,115.25,55,37,18,0.6729999999999999,55,22,33,0.4,22,15,12,10,226.02,220.34,223.18
2020-02-22,1610612766,1610612751,2019,86.0,115.0,201.0,99.6,107.85,110.85,110.4,55,19,36,0.345,54,25,29,0.463,8,11,16,9,212.94,219.8,216.37
2020-02-22,1610612737,1610612742,2019,111.0,107.0,218.0,116.05,122.15,116.3,112.35,57,16,41,0.281,56,34,22,0.607,10,6,15,19,230.5,227.26,228.88
2020-02-22,1610612748,1610612739,2019,124.0,105.0,229.0,112.2,109.8,109.15,117.35,55,35,20,0.636,55,15,40,0.273,22,13,7,8,220.42,221.44,220.93
2020-02-22,1610612741,1610612756,2019,104.0,112.0,216.0,106.25,112.3,108.85,110.95,56,19,37,0.339,56,22,34,0.393,11,8,11,11,215.24,226.44,220.84
2020-02-22,1610612749,1610612755,2019,119.0,98.0,217.0,119.55,109.05,107.15,107.55,55,47,8,0.855,56,35,21,0.625,25,22,26,9,226.57999999999998,214.16,220.37
2020-02-22,1610612762,1610612745,2019,110.0,120.0,230.0,116.85,110.8,116.9,115.05,55,36,19,0.655,55,35,20,0.636,20,16,19,16,220.92000000000002,230.8,225.86
2020-02-21,1610612753,1610612742,2019,106.0,122.0,228.0,104.7,107.75,115.25,112.35,55,24,31,0.436,55,33,22,0.6,15,9,15,18,210.83999999999997,227.0,218.92
2020-02-21,1610612764,1610612739,2019,108.0,113.0,221.0,114.35,118.45,108.2,116.35,53,20,33,0.377,54,14,40,0.259,13,7,7,7,235.46,220.60000000000002,228.03000000000003
2020-02-21,1610612752,1610612754,2019,98.0,106.0,204.0,106.25,112.8,110.55,110.45,55,17,38,0.309,55,32,23,0.5820000000000001,8,9,19,13,217.2,217.74,217.47
2020-02-21,1610612761,1610612756,2019,118.0,101.0,219.0,117.05,108.65,109.3,111.2,55,40,15,0.727,55,22,33,0.4,21,19,11,11,219.54000000000002,226.68,223.11
2020-02-21,1610612750,1610612738,2019,117.0,127.0,244.0,112.75,117.8,114.45,109.25,53,16,37,0.302,54,38,16,0.7040000000000001,7,9,23,15,227.68,219.96,223.82
2020-02-21,1610612760,1610612743,2019,113.0,101.0,214.0,114.5,110.35,113.2,109.7,55,33,22,0.6,55,38,17,0.691,17,16,21,17,220.34,218.2,219.26999999999998
2020-02-21,1610612762,1610612759,2019,104.0,113.0,217.0,116.85,109.2,113.25,112.45,54,36,18,0.667,54,23,31,0.426,20,16,14,9,220.48000000000002,228.42000000000002,224.45000000000002
2020-02-21,1610612747,1610612763,2019,117.0,105.0,222.0,118.55,110.7,116.4,111.45,53,41,12,0.774,55,28,27,0.509,18,23,16,12,222.54000000000002,228.2,225.37
2020-02-21,1610612757,1610612740,2019,115.0,128.0,243.0,115.65,118.0,121.2,118.25,56,25,31,0.446,55,23,32,0.418,15,10,11,12,229.1,231.86,230.48000000000002
2020-02-20,1610612765,1610612749,2019,106.0,126.0,232.0,107.55,109.1,119.4,108.85,57,19,38,0.333,54,46,8,0.852,11,8,25,21,218.2,226.36,222.28
2020-02-20,1610612737,1610612748,2019,129.0,124.0,253.0,115.35,122.1,111.65,109.2,56,15,41,0.268,54,35,19,0.648,9,6,22,13,229.60000000000002,220.0,224.8
2020-02-20,1610612755,1610612751,2019,112.0,104.0,216.0,107.6,107.8,110.55,110.2,55,34,21,0.618,53,25,28,0.472,25,9,16,9,214.24,220.82,217.53
2020-02-20,1610612741,1610612766,2019,93.0,103.0,196.0,106.7,113.3,100.6,109.2,55,19,36,0.345,54,18,36,0.333,11,8,8,10,215.92000000000002,213.42000000000002,214.67000000000002
2020-02-20,1610612758,1610612763,2019,129.0,125.0,254.0,112.3,114.85,116.3,111.4,54,21,33,0.389,54,28,26,0.519,11,10,16,12,219.16,227.54,223.35
2020-02-20,1610612744,1610612745,2019,105.0,135.0,240.0,108.85,119.15,115.75,116.15,55,12,43,0.218,54,34,20,0.63,7,5,19,15,218.82,230.57999999999998,224.7
2020-02-13,1610612738,1610612746,2019,141.0,133.0,274.0,114.4,107.85,116.15,111.3,53,37,16,0.698,54,37,17,0.685,22,15,22,15,218.60000000000002,224.66000000000003,221.63000000000002
2020-02-13,1610612740,1610612760,2019,118.0,123.0,241.0,121.6,118.5,113.8,109.6,54,23,31,0.426,54,32,22,0.593,11,12,17,15,231.62,219.42000000000002,225.52
2020-02-12,1610612739,1610612737,2019,127.0,105.0,232.0,107.0,117.0,115.4,121.2,53,13,40,0.245,55,15,40,0.273,6,7,9,6,220.60000000000002,229.76,225.18
2020-02-12,1610612753,1610612765,2019,116.0,112.0,228.0,104.15,106.4,107.55,109.6,54,23,31,0.426,56,19,37,0.339,14,9,11,8,210.56,218.4,214.48000000000002
2020-02-12,1610612751,1610612761,2019,101.0,91.0,192.0,111.35,111.3,118.55,108.7,52,24,28,0.462,54,40,14,0.741,15,9,21,19,221.5,219.54000000000002,220.52
2020-02-12,1610612754,1610612749,2019,118.0,111.0,229.0,110.45,111.1,119.45,107.25,54,31,23,0.574,53,46,7,0.868,18,13,25,21,217.7,226.33999999999997,222.01999999999998
2020-02-12,1610612752,1610612764,2019,96.0,114.0,210.0,107.3,111.75,114.05,119.9,54,17,37,0.315,52,19,33,0.365,8,9,13,6,217.06,234.9,225.98000000000002
2020-02-12,1610612763,1610612757,2019,111.0,104.0,215.0,116.6,111.4,116.0,118.55,53,27,26,0.509,55,25,30,0.455,15,12,15,10,227.38,229.7,228.54
2020-02-12,1610612750,1610612766,2019,108.0,115.0,223.0,113.15,117.15,100.3,109.1,52,16,36,0.308,53,17,36,0.321,7,9,8,9,228.01999999999998,212.56,220.29
2020-02-12,1610612742,1610612758,2019,130.0,111.0,241.0,114.65,112.3,112.5,114.3,54,32,22,0.593,53,21,32,0.396,14,18,11,10,226.44,218.44,222.44
2020-02-12,1610612756,1610612744,2019,112.0,106.0,218.0,109.7,111.5,107.75,118.5,54,21,33,0.389,54,12,42,0.222,10,11,7,5,226.78,219.33999999999997,223.06
2020-02-12,1610612762,1610612748,2019,116.0,101.0,217.0,117.1,109.9,112.7,108.8,53,35,18,0.66,53,35,18,0.66,19,16,22,13,221.01999999999998,219.62,220.32
2020-02-12,1610612743,1610612747,2019,116.0,120.0,236.0,113.35,109.2,118.95,110.9,54,38,16,0.7040000000000001,52,40,12,0.769,21,17,18,22,217.44,221.8,219.62
2020-02-11,1610612755,1610612746,2019,110.0,103.0,213.0,108.35,108.05,116.55,111.1,54,33,21,0.611,53,37,16,0.698,24,9,22,15,214.22,225.44,219.82999999999998
2020-02-11,1610612764,1610612741,2019,126.0,114.0,240.0,114.15,119.9,106.4,113.15,51,18,33,0.353,54,19,35,0.352,12,6,11,8,236.44,215.18,225.81
2020-02-11,1610612740,1610612757,2019,138.0,117.0,255.0,121.05,118.25,116.25,116.8,53,22,31,0.415,54,25,29,0.463,10,12,15,10,231.66,228.62,230.14
2020-02-11,1610612760,1610612759,2019,106.0,114.0,220.0,114.15,108.5,112.8,112.35,53,32,21,0.604,53,22,31,0.415,17,15,14,8,219.4,228.18,223.79000000000002
2020-02-11,1610612745,1610612738,2019,116.0,105.0,221.0,115.85,116.3,114.6,106.65,53,33,20,0.623,52,37,15,0.7120000000000001,18,15,22,15,231.14,218.18,224.66
2020-02-10,1610612765,1610612766,2019,76.0,87.0,163.0,108.7,110.65,101.15,111.15,55,19,36,0.345,52,16,36,0.308,11,8,8,8,219.62,213.88,216.75
2020-02-10,1610612754,1610612751,2019,105.0,106.0,211.0,110.95,110.65,111.3,111.95,53,31,22,0.585,51,23,28,0.451,18,13,15,8,217.54000000000002,221.78,219.66000000000003
2020-02-10,1610612753,1610612737,2019,135.0,126.0,261.0,102.05,105.15,114.15,119.1,53,22,31,0.415,54,15,39,0.278,13,9,9,6,208.89999999999998,229.46,219.18
2020-02-10,1610612761,1610612750,2019,137.0,126.0,263.0,116.55,107.3,112.05,115.95,53,39,14,0.736,51,16,35,0.314,20,19,7,9,219.04000000000002,227.82,223.43
2020-02-10,1610612749,1610612758,2019,123.0,111.0,234.0,118.85,106.7,112.2,114.1,52,45,7,0.865,52,21,31,0.404,24,21,11,10,226.06,217.64,221.85
2020-02-10,1610612742,1610612762,2019,119.0,123.0,242.0,114.7,112.3,116.4,108.75,53,32,21,0.604,52,34,18,0.654,14,18,19,15,226.18,220.16,223.17000000000002
2020-02-10,1610612743,1610612759,2019,127.0,120.0,247.0,112.0,108.8,112.85,112.7,53,37,16,0.698,52,22,30,0.423,20,17,14,8,216.8,227.98,222.39
2020-02-10,1610612744,1610612748,2019,101.0,113.0,214.0,107.95,117.65,111.3,109.0,53,12,41,0.226,52,34,18,0.654,7,5,22,12,220.32,219.39999999999998,219.85999999999999
2020-02-10,1610612747,1610612756,2019,125.0,100.0,225.0,118.1,110.65,110.05,111.1,51,39,12,0.765,53,21,32,0.396,17,22,10,11,221.68,226.57999999999998,224.13
2020-02-09,1610612760,1610612738,2019,111.0,112.0,223.0,113.9,107.95,114.9,106.2,52,32,20,0.615,51,36,15,0.706,17,15,22,14,218.95999999999998,217.98000000000002,218.47
2020-02-09,1610612737,1610612752,2019,140.0,135.0,275.0,112.95,117.9,106.15,110.75,53,14,39,0.264,53,17,36,0.321,8,6,8,9,228.0,215.12,221.56
2020-02-09,1610612755,1610612741,2019,118.0,111.0,229.0,107.35,108.35,106.35,113.15,53,32,21,0.604,53,19,34,0.358,23,9,11,8,213.64,214.83999999999997,214.23999999999998
2020-02-09,1610612764,1610612763,2019,99.0,106.0,205.0,114.35,120.7,116.8,112.4,50,18,32,0.36,52,26,26,0.5,12,6,15,11,236.8,227.18,231.99
2020-02-09,1610612745,1610612762,2019,113.0,114.0,227.0,116.7,115.8,115.8,108.0,52,33,19,0.635,51,33,18,0.647,18,15,19,14,231.16,219.68,225.42000000000002
2020-02-09,1610612739,1610612746,2019,92.0,133.0,225.0,107.7,116.4,115.5,112.4,52,13,39,0.25,52,36,16,0.6920000000000001,6,7,22,14,220.94,226.2,223.57
2020-02-09,1610612757,1610612748,2019,115.0,109.0,224.0,116.5,117.75,111.1,109.4,53,24,29,0.453,51,34,17,0.667,14,10,22,12,228.3,219.42,223.86
2020-02-08,1610612753,1610612749,2019,95.0,111.0,206.0,102.2,104.45,118.75,108.0,52,22,30,0.423,51,44,7,0.863,13,9,24,20,208.36,226.39999999999998,217.38
2020-02-08,1610612766,1610612742,2019,100.0,116.0,216.0,101.65,110.45,113.65,112.7,51,16,35,0.314,52,31,21,0.596,8,8,14,17,214.08,226.64,220.36
2020-02-08,1610612765,1610612752,2019,92.0,95.0,187.0,109.7,111.65,106.75,111.15,54,19,35,0.352,52,16,36,0.308,11,8,8,8,220.32,215.82,218.07
2020-02-08,1610612754,1610612740,2019,117.0,124.0,241.0,111.1,110.2,120.45,117.4,52,31,21,0.596,52,21,31,0.404,18,13,10,11,216.66000000000003,231.82,224.24
2020-02-08,1610612761,1610612751,2019,119.0,118.0,237.0,115.7,107.3,110.8,111.05,52,38,14,0.731,50,23,27,0.46,19,19,15,8,218.28,221.48,219.88
2020-02-08,1610612750,1610612746,2019,142.0,115.0,257.0,109.9,114.4,116.45,110.75,50,15,35,0.3,51,36,15,0.706,6,9,22,14,227.18,226.06,226.62
2020-02-08,1610612744,1610612747,2019,120.0,125.0,245.0,107.75,116.6,117.05,110.2,52,12,40,0.231,50,38,12,0.76,7,5,17,21,219.95999999999998,221.36,220.66
2020-02-08,1610612756,1610612743,2019,108.0,117.0,225.0,110.2,110.9,112.3,109.15,52,21,31,0.404,52,36,16,0.6920000000000001,10,11,20,16,225.89999999999998,216.2,221.04999999999998
2020-02-08,1610612758,1610612759,2019,122.0,102.0,224.0,112.5,115.15,114.2,112.3,51,20,31,0.392,51,22,29,0.431,10,10,14,8,217.84,227.5,222.67000000000002
2020-02-07,1610612755,1610612763,2019,119.0,107.0,226.0,106.6,108.4,116.95,111.3,52,31,21,0.596,51,26,25,0.51,22,9,15,11,213.22,227.51999999999998,220.37
2020-02-07,1610612764,1610612742,2019,119.0,118.0,237.0,113.45,120.9,114.8,112.8,49,17,32,0.347,51,31,20,0.608,11,6,14,17,236.12,225.68,230.9
2020-02-07,1610612738,1610612737,2019,112.0,107.0,219.0,115.0,107.3,111.65,118.1,50,35,15,0.7,52,14,38,0.269,21,14,8,6,218.01999999999998,228.36,223.19
2020-02-07,1610612754,1610612761,2019,106.0,115.0,221.0,111.75,109.7,113.75,106.2,51,31,20,0.608,51,37,14,0.725,18,13,19,18,216.82,218.22,217.51999999999998
2020-02-07,1610612760,1610612765,2019,108.0,101.0,209.0,113.35,108.4,108.7,111.45,51,31,20,0.608,53,19,34,0.358,16,15,11,8,219.01999999999998,220.72,219.87
2020-02-07,1610612756,1610612745,2019,127.0,91.0,218.0,110.1,113.3,117.35,115.25,51,20,31,0.392,51,33,18,0.647,9,11,18,15,226.57999999999998,231.57999999999998,229.07999999999998
2020-02-07,1610612758,1610612748,2019,105.0,97.0,202.0,111.6,115.55,111.65,109.35,50,19,31,0.38,50,34,16,0.68,9,10,22,12,217.66000000000003,220.51999999999998,219.09
2020-02-07,1610612762,1610612757,2019,117.0,114.0,231.0,115.4,107.4,115.45,117.75,50,32,18,0.64,52,24,28,0.462,18,14,14,10,219.92000000000002,228.14,224.03
2020-02-06,1610612752,1610612753,2019,105.0,103.0,208.0,107.25,112.05,103.15,104.25,51,15,36,0.294,51,22,29,0.431,7,8,13,9,215.92000000000002,208.18,212.05
2020-02-06,1610612741,1610612740,2019,119.0,125.0,244.0,106.2,110.95,119.3,116.15,52,19,33,0.365,51,20,31,0.392,11,8,10,10,214.32,231.98000000000002,223.15
2020-02-06,1610612749,1610612755,2019,112.0,101.0,213.0,119.0,107.4,106.4,108.55,50,43,7,0.86,51,31,20,0.608,23,20,22,9,226.95999999999998,214.10000000000002,220.53
2020-02-06,1610612757,1610612759,2019,125.0,117.0,242.0,113.9,117.0,114.25,112.4,51,23,28,0.451,50,22,28,0.44,13,10,14,8,228.34,227.5,227.92000000000002
2020-02-06,1610612747,1610612745,2019,111.0,121.0,232.0,116.8,109.7,116.95,114.9,49,38,11,0.7759999999999999,50,32,18,0.64,17,21,18,14,220.76,233.28,227.01999999999998
2020-02-05,1610612765,1610612756,2019,116.0,108.0,224.0,109.5,111.15,110.8,113.3,52,18,34,0.346,50,20,30,0.4,10,8,9,11,220.04,227.14,223.58999999999997
2020-02-05,1610612738,1610612753,2019,116.0,100.0,216.0,114.65,107.6,103.15,104.0,49,34,15,0.6940000000000001,50,22,28,0.44,20,14,13,9,218.06,207.9,212.98000000000002
2020-02-05,1610612751,1610612744,2019,129.0,88.0,217.0,109.5,112.2,109.0,116.0,49,22,27,0.449,51,12,39,0.235,14,8,7,5,221.57999999999998,220.44,221.01
2020-02-05,1610612761,1610612754,2019,119.0,118.0,237.0,113.3,105.65,110.75,109.75,50,36,14,0.72,50,31,19,0.62,18,18,18,13,218.51999999999998,216.26,217.39
2020-02-05,1610612750,1610612737,2019,120.0,127.0,247.0,110.0,113.8,111.2,118.15,49,15,34,0.306,51,13,38,0.255,6,9,8,5,226.64,227.6,227.12
2020-02-05,1610612760,1610612739,2019,109.0,103.0,212.0,113.8,108.85,108.4,117.4,50,30,20,0.6,51,13,38,0.255,15,15,6,7,218.42000000000002,220.5,219.46
2020-02-05,1610612742,1610612763,2019,107.0,121.0,228.0,115.6,112.3,116.25,111.65,50,31,19,0.62,50,25,25,0.5,14,17,15,10,225.92000000000002,226.82,226.37
2020-02-05,1610612762,1610612743,2019,95.0,98.0,193.0,116.35,107.8,113.1,110.8,49,32,17,0.653,51,35,16,0.6859999999999999,18,14,20,15,220.01999999999998,216.5,218.26
2020-02-05,1610612746,1610612748,2019,128.0,111.0,239.0,115.4,111.2,111.65,108.85,50,35,15,0.7,49,34,15,0.6940000000000001,21,14,22,12,225.42000000000002,219.83999999999997,222.63
2020-02-04,1610612740,1610612749,2019,108.0,120.0,228.0,119.9,115.05,119.15,107.1,50,20,30,0.4,49,42,7,0.857,10,10,23,19,232.2,226.98,229.58999999999997
2020-02-04,1610612745,1610612766,2019,125.0,110.0,235.0,116.1,114.3,100.8,110.15,49,31,18,0.633,50,16,34,0.32,17,14,8,8,233.42000000000002,213.52,223.47000000000003
2020-02-04,1610612743,1610612757,2019,127.0,99.0,226.0,112.2,110.85,114.7,116.7,50,34,16,0.68,50,23,27,0.46,19,15,13,10,216.28,228.62,222.45
