GAME_DATE_EST,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,PTS_away,point_total,point_average_last10,point_againts_average_last10,away_point_average_last10,away_point_againts_average_last10,cgp,wins,losses,winpercent,cgp_away,wins_away,losses_away,winpercen_away,hometeam-homewins,hometeam-awaywins,awayteam-homewins,awayteam-awaywins,avgpointtotal_home,avgpointtotal_away,meanpointtotal
2013-12-19,1610612744,1610612759,2013,102.0,104.0,206.0,102.95,100.9,102.9,94.1,26,14,12,0.5379999999999999,25,20,5,0.8,8,6,9,11,200.9,197.33999999999997,199.12
2013-12-18,1610612748,1610612754,2013,97.0,94.0,191.0,103.35,95.25,98.25,90.85,24,18,6,0.75,24,20,4,0.833,11,7,11,9,193.57999999999998,186.83999999999997,190.20999999999998
2013-12-18,1610612753,1610612762,2013,82.0,86.0,168.0,95.7,99.9,95.85,103.45,25,8,17,0.32,27,6,21,0.222,5,3,3,3,197.39999999999998,194.14,195.76999999999998
2013-12-18,1610612761,1610612766,2013,102.0,104.0,206.0,98.95,98.7,90.8,91.6,22,9,13,0.409,25,11,14,0.44,4,5,7,4,196.48,185.72,191.1
2013-12-18,1610612737,1610612758,2013,124.0,107.0,231.0,99.75,99.2,100.4,103.15,25,13,12,0.52,23,7,16,0.304,9,4,5,2,195.74,205.04,200.39
2013-12-18,1610612738,1610612765,2013,106.0,107.0,213.0,95.15,95.9,99.35,100.3,26,12,14,0.462,26,12,14,0.462,7,5,6,6,190.48,197.66000000000003,194.07
2013-12-18,1610612751,1610612764,2013,107.0,113.0,220.0,96.7,100.75,98.15,98.4,24,9,15,0.375,23,10,13,0.435,5,4,6,4,197.56,194.72,196.14
2013-12-18,1610612749,1610612752,2013,101.0,107.0,208.0,88.35,98.95,94.95,98.7,24,5,19,0.208,24,7,17,0.292,2,3,4,3,192.45999999999998,189.0,190.73
2013-12-18,1610612750,1610612757,2013,120.0,109.0,229.0,104.4,101.75,109.55,101.4,25,12,13,0.48,26,22,4,0.846,7,5,10,12,202.98000000000002,202.82,202.9
2013-12-18,1610612742,1610612763,2013,105.0,91.0,196.0,102.35,100.55,91.7,97.85,24,14,10,0.583,24,10,14,0.417,10,4,5,5,199.76,188.10000000000002,193.93
2013-12-18,1610612756,1610612759,2013,101.0,108.0,209.0,102.75,100.75,103.5,93.5,23,14,9,0.609,24,19,5,0.792,8,6,9,10,201.18,197.04,199.11
2013-12-18,1610612745,1610612741,2013,109.0,94.0,203.0,107.3,101.9,90.8,91.5,25,16,9,0.64,23,9,14,0.391,10,6,6,3,207.34,186.57999999999998,196.95999999999998
2013-12-18,1610612746,1610612740,2013,108.0,95.0,203.0,103.7,97.25,103.65,103.1,26,17,9,0.654,23,11,12,0.478,9,8,7,4,199.57999999999998,198.1,198.83999999999997
2013-12-17,1610612766,1610612758,2013,95.0,87.0,182.0,90.1,92.1,101.25,102.7,24,10,14,0.417,22,7,15,0.318,6,4,5,2,185.74,205.86,195.8
2013-12-17,1610612739,1610612757,2013,116.0,119.0,235.0,95.5,100.6,109.05,100.4,23,9,14,0.391,25,21,4,0.84,7,2,10,11,193.56,202.14,197.85
2013-12-17,1610612763,1610612747,2013,92.0,96.0,188.0,91.45,98.2,100.65,102.6,23,10,13,0.435,24,11,13,0.458,5,5,6,5,187.46,201.7,194.57999999999998
2013-12-17,1610612743,1610612760,2013,93.0,105.0,198.0,102.9,100.5,105.95,99.15,23,14,9,0.609,23,19,4,0.826,7,7,12,7,202.28,199.0,200.64
2013-12-17,1610612744,1610612740,2013,104.0,93.0,197.0,104.0,100.95,103.5,103.4,25,13,12,0.52,22,11,11,0.5,7,6,7,4,201.42000000000002,197.77999999999997,199.6
2013-12-16,1610612754,1610612765,2013,96.0,101.0,197.0,97.9,89.5,99.45,100.95,23,20,3,0.87,25,11,14,0.44,11,9,6,5,187.42000000000002,197.76,192.59
2013-12-16,1610612737,1610612747,2013,114.0,100.0,214.0,98.6,98.95,100.85,103.05,24,12,12,0.5,23,11,12,0.478,8,4,6,5,195.4,201.62,198.51
2013-12-16,1610612738,1610612750,2013,101.0,97.0,198.0,96.1,96.3,104.9,102.15,25,11,14,0.44,24,12,12,0.5,6,5,7,5,190.22,202.4,196.31
2013-12-16,1610612751,1610612755,2013,130.0,94.0,224.0,95.25,101.05,101.25,110.95,23,8,15,0.348,25,7,18,0.28,4,4,6,1,196.54,204.07999999999998,200.31
2013-12-16,1610612748,1610612762,2013,117.0,94.0,211.0,102.6,95.4,94.8,102.45,23,17,6,0.7390000000000001,26,6,20,0.231,10,7,3,3,193.06,193.78,193.42000000000002
2013-12-16,1610612752,1610612764,2013,101.0,102.0,203.0,94.75,98.7,97.7,98.5,23,7,16,0.304,22,9,13,0.409,4,3,6,3,189.2,195.32,192.26
2013-12-16,1610612741,1610612753,2013,82.0,83.0,165.0,90.8,91.4,96.8,101.8,22,9,13,0.409,24,7,17,0.292,6,3,5,2,187.06,197.45999999999998,192.26
2013-12-16,1610612746,1610612759,2013,115.0,92.0,207.0,104.25,98.4,104.0,92.45,25,16,9,0.64,23,19,4,0.826,8,8,9,10,198.9,196.6,197.75
2013-12-15,1610612758,1610612745,2013,106.0,91.0,197.0,101.3,102.45,108.65,103.45,21,6,15,0.286,24,16,8,0.667,4,2,10,6,205.9,207.04,206.47
2013-12-15,1610612763,1610612750,2013,93.0,101.0,194.0,92.2,97.65,105.5,102.0,22,10,12,0.455,23,11,12,0.478,5,5,7,4,187.14,202.68,194.91
2013-12-15,1610612765,1610612757,2013,109.0,111.0,220.0,99.5,101.35,108.3,99.2,24,11,13,0.458,24,20,4,0.833,6,5,10,10,197.7,201.62,199.66
2013-12-15,1610612760,1610612753,2013,101.0,98.0,199.0,106.25,98.9,96.6,101.95,22,18,4,0.818,23,7,16,0.304,11,7,5,2,198.78,197.95999999999998,198.37
2013-12-15,1610612743,1610612740,2013,102.0,93.0,195.0,101.75,100.75,103.9,102.4,22,13,9,0.591,21,11,10,0.524,6,7,7,4,202.36,197.74,200.05
2013-12-15,1610612756,1610612744,2013,106.0,102.0,208.0,102.65,100.2,103.4,101.05,22,13,9,0.591,24,13,11,0.542,7,6,7,6,200.6,201.0,200.8
2013-12-14,1610612766,1610612747,2013,85.0,88.0,173.0,90.55,92.85,101.15,105.05,23,10,13,0.435,22,10,12,0.455,6,4,6,4,186.44,202.7,194.57
2013-12-14,1610612764,1610612746,2013,97.0,113.0,210.0,97.95,98.3,103.95,98.25,21,9,12,0.429,24,15,9,0.625,6,3,8,7,194.66000000000003,198.28,196.47000000000003
2013-12-14,1610612748,1610612739,2013,114.0,107.0,221.0,102.05,94.7,95.35,100.35,22,16,6,0.727,22,9,13,0.409,9,7,7,2,192.5,193.12,192.81
2013-12-14,1610612752,1610612737,2013,111.0,106.0,217.0,94.2,98.85,98.45,98.65,22,6,16,0.273,23,12,11,0.522,3,3,8,4,189.04,195.12,192.07999999999998
2013-12-14,1610612741,1610612761,2013,77.0,99.0,176.0,91.65,90.9,98.75,99.95,21,9,12,0.429,21,8,13,0.381,6,3,4,4,187.5,197.68,192.59
2013-12-14,1610612755,1610612757,2013,105.0,139.0,244.0,101.1,109.8,107.0,98.85,24,7,17,0.292,23,19,4,0.826,6,1,10,9,203.26,201.57999999999998,202.42
2013-12-14,1610612742,1610612749,2013,106.0,93.0,199.0,102.6,100.85,88.95,98.55,23,13,10,0.565,23,5,18,0.217,9,4,2,3,199.95999999999998,192.07999999999998,196.01999999999998
2013-12-14,1610612762,1610612759,2013,84.0,100.0,184.0,94.65,102.45,104.25,94.0,25,6,19,0.24,22,18,4,0.818,3,3,9,9,193.57999999999998,197.1,195.33999999999997
2013-12-13,1610612754,1610612766,2013,99.0,94.0,193.0,97.8,89.15,90.1,92.05,22,19,3,0.8640000000000001,22,10,12,0.455,10,9,6,4,187.42000000000002,186.62,187.02
2013-12-13,1610612753,1610612739,2013,100.0,109.0,209.0,97.1,101.0,93.6,99.8,22,7,15,0.318,21,8,13,0.381,5,2,7,1,197.57999999999998,193.22,195.39999999999998
2013-12-13,1610612761,1610612755,2013,108.0,100.0,208.0,98.0,99.3,101.55,109.5,20,7,13,0.35,23,7,16,0.304,3,4,6,1,197.44,202.9,200.17000000000002
2013-12-13,1610612737,1610612764,2013,101.0,99.0,200.0,98.6,98.4,98.1,98.9,22,11,11,0.5,20,9,11,0.45,7,4,6,3,194.88,194.36,194.62
2013-12-13,1610612738,1610612752,2013,90.0,86.0,176.0,96.45,96.35,93.95,98.45,24,10,14,0.417,21,6,15,0.286,5,5,3,3,190.86,190.1,190.48000000000002
2013-12-13,1610612765,1610612751,2013,103.0,99.0,202.0,98.9,101.35,95.7,101.5,23,10,13,0.435,22,8,14,0.364,5,5,4,4,196.9,196.42000000000002,196.66000000000003
2013-12-13,1610612740,1610612763,2013,104.0,98.0,202.0,103.95,101.7,91.8,96.55,20,10,10,0.5,21,10,11,0.476,6,4,5,5,197.9,186.5,192.2
2013-12-13,1610612760,1610612747,2013,122.0,97.0,219.0,105.3,98.85,100.75,104.7,21,17,4,0.81,21,10,11,0.476,10,7,6,4,198.06,202.86,200.46
2013-12-13,1610612749,1610612741,2013,90.0,91.0,181.0,89.9,99.2,92.3,91.75,22,5,17,0.227,20,8,12,0.4,2,3,6,2,192.48000000000002,187.56,190.02
2013-12-13,1610612759,1610612750,2013,117.0,110.0,227.0,103.45,93.2,104.6,100.8,21,17,4,0.81,22,11,11,0.5,8,9,7,4,196.74,202.10000000000002,199.42000000000002
2013-12-13,1610612743,1610612762,2013,93.0,103.0,196.0,102.0,100.3,93.85,102.65,21,13,8,0.619,24,5,19,0.208,6,7,3,2,202.42000000000002,193.6,198.01
2013-12-13,1610612756,1610612758,2013,116.0,107.0,223.0,101.25,98.65,100.0,101.35,21,12,9,0.5710000000000001,20,6,14,0.3,6,6,4,2,199.48000000000002,205.62,202.55
2013-12-13,1610612744,1610612745,2013,112.0,116.0,228.0,101.5,99.75,108.05,102.5,23,13,10,0.565,23,15,8,0.652,7,6,10,5,200.5,206.88,203.69
2013-12-12,1610612751,1610612746,2013,102.0,93.0,195.0,94.9,99.95,104.15,98.25,21,7,14,0.333,23,15,8,0.652,3,4,8,7,196.28,198.5,197.39
2013-12-12,1610612757,1610612745,2013,111.0,104.0,215.0,106.5,99.45,107.45,100.6,22,18,4,0.818,22,15,7,0.682,9,9,10,5,201.18,207.14,204.16
2013-12-11,1610612766,1610612753,2013,83.0,92.0,175.0,90.5,92.5,98.25,102.85,21,10,11,0.476,21,6,15,0.286,6,4,5,1,187.78,198.5,193.14
2013-12-11,1610612738,1610612746,2013,88.0,96.0,184.0,96.95,96.8,103.85,98.75,23,10,13,0.435,22,14,8,0.636,5,5,8,6,191.04,198.74,194.89
2013-12-11,1610612763,1610612760,2013,100.0,116.0,216.0,91.0,95.7,104.55,98.75,20,10,10,0.5,20,16,4,0.8,5,5,10,6,185.56,197.32,191.44
2013-12-11,1610612749,1610612759,2013,77.0,109.0,186.0,90.55,98.6,102.55,93.6,21,5,16,0.238,20,16,4,0.8,2,3,8,8,193.22,197.45999999999998,195.33999999999997
2013-12-11,1610612750,1610612755,2013,106.0,99.0,205.0,105.3,101.6,101.25,109.4,21,10,11,0.476,22,7,15,0.318,6,4,6,1,201.54000000000002,202.7,202.12
2013-12-11,1610612740,1610612765,2013,111.0,106.0,217.0,102.9,101.15,99.0,101.35,19,9,10,0.474,22,10,12,0.455,5,4,5,5,197.7,196.42000000000002,197.06
2013-12-11,1610612752,1610612741,2013,83.0,78.0,161.0,94.3,98.7,93.15,92.95,20,5,15,0.25,19,8,11,0.421,2,3,6,2,190.76,187.98000000000002,189.37
2013-12-11,1610612758,1610612762,2013,101.0,122.0,223.0,99.2,100.05,92.15,102.8,19,6,13,0.316,23,4,19,0.174,4,2,3,1,205.5,193.07999999999998,199.29
2013-12-11,1610612744,1610612742,2013,95.0,93.0,188.0,102.5,99.55,102.6,101.45,22,12,10,0.545,22,13,9,0.591,6,6,9,4,200.98000000000002,200.22,200.60000000000002
2013-12-10,1610612739,1610612752,2013,109.0,94.0,203.0,92.25,100.15,94.35,98.5,20,7,13,0.35,19,5,14,0.263,6,1,2,3,192.86,191.60000000000002,192.23000000000002
2013-12-10,1610612754,1610612748,2013,90.0,84.0,174.0,97.55,89.55,103.35,95.9,21,18,3,0.857,21,16,5,0.762,9,9,9,7,187.38,192.84,190.11
2013-12-10,1610612761,1610612759,2013,103.0,116.0,219.0,98.25,97.1,101.55,94.5,19,7,12,0.368,19,15,4,0.789,3,4,8,7,196.54,196.62,196.57999999999998
2013-12-10,1610612737,1610612760,2013,92.0,101.0,193.0,99.1,98.1,103.3,98.55,21,11,10,0.524,19,15,4,0.789,7,4,10,5,195.82,197.62,196.72
2013-12-10,1610612751,1610612738,2013,104.0,96.0,200.0,93.8,99.15,96.55,96.35,20,6,14,0.3,22,10,12,0.455,2,4,5,5,195.24,190.74,192.99
2013-12-10,1610612765,1610612750,2013,94.0,121.0,215.0,98.65,99.15,104.7,101.9,21,10,11,0.476,20,9,11,0.45,5,5,6,3,196.04,201.22,198.63
2013-12-10,1610612741,1610612749,2013,74.0,78.0,152.0,94.7,93.25,90.8,99.4,18,8,10,0.444,20,4,16,0.2,6,2,2,2,188.36,193.94,191.15
2013-12-10,1610612747,1610612756,2013,108.0,114.0,222.0,99.6,103.55,100.75,98.15,20,10,10,0.5,20,11,9,0.55,6,4,6,5,201.82,199.7,200.76
2013-12-09,1610612766,1610612744,2013,115.0,111.0,226.0,89.35,91.45,100.65,97.6,20,9,11,0.45,21,12,9,0.5710000000000001,5,4,6,6,186.74,201.14,193.94
2013-12-09,1610612755,1610612746,2013,83.0,94.0,177.0,101.6,110.2,104.65,99.65,21,7,14,0.333,21,13,8,0.619,6,1,8,5,203.36,199.42000000000002,201.39000000000001
2013-12-09,1610612764,1610612743,2013,74.0,75.0,149.0,98.85,100.05,103.25,100.65,19,9,10,0.474,20,12,8,0.6,6,3,6,6,195.06,203.36,199.21
2013-12-09,1610612763,1610612753,2013,94.0,85.0,179.0,91.05,95.85,98.35,103.0,19,9,10,0.474,20,6,14,0.3,4,5,5,1,185.62,198.78,192.2
2013-12-09,1610612762,1610612757,2013,94.0,105.0,199.0,92.1,102.75,105.8,99.95,22,4,18,0.182,21,17,4,0.81,3,1,9,8,192.95999999999998,200.72000000000003,196.84
2013-12-09,1610612758,1610612742,2013,112.0,97.0,209.0,98.6,100.45,103.0,101.5,18,5,13,0.278,21,13,8,0.619,3,2,9,4,205.32,200.82,203.07
2013-12-08,1610612752,1610612738,2013,73.0,114.0,187.0,94.85,97.05,94.7,97.05,18,5,13,0.278,21,9,12,0.429,2,3,5,4,191.86,191.32,191.59
2013-12-08,1610612765,1610612748,2013,95.0,110.0,205.0,99.55,98.75,103.25,95.9,20,10,10,0.5,20,15,5,0.75,5,5,9,6,195.56,192.76,194.16
2013-12-08,1610612745,1610612753,2013,98.0,88.0,186.0,107.45,101.15,99.0,104.25,21,14,7,0.667,19,6,13,0.316,9,5,5,1,207.24,199.2,203.22
2013-12-08,1610612760,1610612754,2013,118.0,94.0,212.0,102.15,99.05,97.8,88.19999999999997,18,14,4,0.778,20,18,2,0.9,9,5,9,9,197.10000000000002,187.0,192.05
2013-12-08,1610612747,1610612761,2013,94.0,106.0,200.0,100.7,103.4,98.15,97.25,19,10,9,0.526,18,6,12,0.333,6,4,3,3,201.46,196.44,198.95
2013-12-07,1610612755,1610612743,2013,92.0,103.0,195.0,102.35,110.25,103.25,101.75,20,7,13,0.35,19,11,8,0.579,6,1,6,5,203.48,203.82,203.64999999999998
2013-12-07,1610612739,1610612746,2013,88.0,82.0,170.0,93.05,100.7,105.7,101.05,19,6,13,0.316,20,13,7,0.65,5,1,8,5,193.36,200.36,196.86
2013-12-07,1610612741,1610612765,2013,75.0,92.0,167.0,96.1,93.55,99.25,99.35,17,8,9,0.471,19,9,10,0.474,6,2,5,4,188.78,196.74,192.76
2013-12-07,1610612763,1610612744,2013,82.0,108.0,190.0,92.5,95.85,100.55,98.15,18,9,9,0.5,20,11,9,0.55,4,5,6,5,185.76,201.7,193.73
2013-12-07,1610612750,1610612748,2013,82.0,103.0,185.0,105.8,101.2,101.2,96.1,19,9,10,0.474,19,14,5,0.737,6,3,9,5,200.9,192.42000000000002,196.66000000000003
2013-12-07,1610612749,1610612751,2013,82.0,90.0,172.0,91.95,99.65,93.6,100.4,19,4,15,0.211,19,5,14,0.263,2,2,2,3,194.84,195.88,195.36
2013-12-07,1610612759,1610612754,2013,100.0,111.0,211.0,101.15,94.4,97.0,87.69999999999997,18,15,3,0.833,19,17,2,0.895,8,7,9,8,196.32,185.95999999999998,191.14
2013-12-07,1610612762,1610612758,2013,102.0,112.0,214.0,91.9,102.2,97.75,100.55,21,4,17,0.19,17,4,13,0.235,3,1,3,1,192.0,204.82,198.41
2013-12-07,1610612757,1610612742,2013,106.0,108.0,214.0,106.25,99.8,102.35,101.2,20,17,3,0.85,20,12,8,0.6,9,8,9,3,200.42000000000002,200.3,200.36
2013-12-06,1610612766,1610612755,2013,105.0,88.0,193.0,88.6,91.25,102.15,110.5,19,8,11,0.421,19,7,12,0.368,4,4,6,1,187.08,203.68,195.38
2013-12-06,1610612764,1610612749,2013,105.0,109.0,214.0,98.6,98.7,90.7,99.65,18,9,9,0.5,18,3,15,0.1669999999999999,6,3,2,1,194.6,194.54000000000002,194.57
2013-12-06,1610612737,1610612739,2013,108.0,89.0,197.0,98.15,99.0,92.8,99.8,20,10,10,0.5,18,6,12,0.333,6,4,5,1,195.9,193.66,194.78
2013-12-06,1610612738,1610612743,2013,106.0,98.0,204.0,94.45,97.0,102.75,100.95,20,8,12,0.4,18,11,7,0.611,4,4,6,5,191.24,204.48000000000002,197.86
2013-12-06,1610612752,1610612753,2013,121.0,83.0,204.0,93.05,96.65,100.05,103.6,17,4,13,0.235,18,6,12,0.333,1,3,5,1,191.72,198.76,195.24
2013-12-06,1610612745,1610612744,2013,105.0,83.0,188.0,107.85,102.25,101.9,97.4,20,13,7,0.65,19,11,8,0.579,8,5,6,5,207.3,201.88,204.59
2013-12-06,1610612740,1610612760,2013,95.0,109.0,204.0,102.9,101.1,101.85,99.25,18,9,9,0.5,17,13,4,0.765,5,4,9,4,197.51999999999998,196.98000000000002,197.25
2013-12-06,1610612756,1610612761,2013,106.0,97.0,203.0,100.25,98.4,98.15,96.4,19,10,9,0.526,17,6,11,0.353,5,5,3,3,199.32,196.06,197.69
2013-12-06,1610612757,1610612762,2013,130.0,98.0,228.0,105.2,100.15,91.2,100.05,19,16,3,0.8420000000000001,20,4,16,0.2,8,8,3,1,200.4,190.98000000000002,195.69
2013-12-06,1610612758,1610612747,2013,100.0,106.0,206.0,97.8,100.75,99.95,103.5,16,4,12,0.25,18,9,9,0.5,3,1,6,3,205.26,201.38,203.32
2013-12-05,1610612751,1610612752,2013,83.0,113.0,196.0,93.85,99.7,93.4,98.65,18,5,13,0.278,16,3,13,0.188,2,3,1,2,196.0,191.33999999999997,193.67
2013-12-05,1610612763,1610612746,2013,81.0,101.0,182.0,92.1,95.4,105.75,101.8,17,9,8,0.529,19,12,7,0.632,4,5,8,4,186.44,200.7,193.57
2013-12-05,1610612741,1610612748,2013,107.0,87.0,194.0,95.55,93.25,100.95,95.75,16,7,9,0.438,18,14,4,0.778,5,2,9,5,189.64,192.02,190.82999999999998
2013-12-04,1610612739,1610612743,2013,98.0,88.0,186.0,91.85,100.5,102.8,100.75,17,5,12,0.294,17,11,6,0.647,4,1,6,5,194.04,204.78,199.41
2013-12-04,1610612737,1610612746,2013,107.0,97.0,204.0,96.9,98.65,105.3,101.4,19,9,10,0.474,18,12,6,0.667,5,4,8,4,195.57999999999998,200.5,198.04
2013-12-04,1610612745,1610612756,2013,88.0,97.0,185.0,108.25,101.55,100.2,99.15,19,13,6,0.684,18,9,9,0.5,8,5,5,4,207.48000000000002,199.74,203.61
2013-12-04,1610612749,1610612765,2013,98.0,105.0,203.0,89.6,98.55,98.2,99.25,17,3,14,0.176,18,8,10,0.444,2,1,5,3,195.2,196.46,195.82999999999998
2013-12-04,1610612740,1610612742,2013,97.0,100.0,197.0,102.7,100.55,101.8,100.5,17,9,8,0.529,19,11,8,0.579,5,4,9,2,197.54000000000002,199.83999999999997,198.69
2013-12-04,1610612762,1610612754,2013,86.0,95.0,181.0,91.5,100.25,97.15,87.25,19,4,15,0.211,18,16,2,0.889,3,1,9,7,191.22,185.74,188.48000000000002
2013-12-04,1610612757,1610612760,2013,111.0,104.0,215.0,104.45,99.25,101.5,98.85,18,15,3,0.833,16,13,3,0.813,7,8,9,4,200.16000000000003,196.88,198.52
2013-12-03,1610612755,1610612753,2013,126.0,125.0,251.0,101.55,109.75,98.9,102.0,18,6,12,0.333,17,6,11,0.353,5,1,5,1,202.3,197.14,199.72
2013-12-03,1610612738,1610612749,2013,108.0,100.0,208.0,94.6,96.05,89.55,98.25,19,7,12,0.368,16,3,13,0.188,3,4,2,1,191.26,195.6,193.43
2013-12-03,1610612751,1610612743,2013,87.0,111.0,198.0,94.15,99.1,102.8,102.3,17,5,12,0.294,16,10,6,0.625,2,3,6,4,196.51999999999998,205.48000000000002,201.0
2013-12-03,1610612748,1610612765,2013,97.0,107.0,204.0,101.45,95.15,96.9,99.2,17,14,3,0.8240000000000001,17,7,10,0.412,9,5,5,2,191.52,196.28,193.9
2013-12-03,1610612763,1610612756,2013,110.0,91.0,201.0,91.7,95.8,100.55,97.6,16,8,8,0.5,17,9,8,0.529,3,5,5,4,186.0,199.83999999999997,192.92
2013-12-03,1610612742,1610612766,2013,89.0,82.0,171.0,103.25,101.85,89.1,90.5,18,10,8,0.556,18,8,10,0.444,8,2,4,4,200.57999999999998,186.98000000000002,193.78
2013-12-03,1610612758,1610612760,2013,95.0,97.0,192.0,97.55,100.3,100.7,98.45,15,4,11,0.267,15,12,3,0.8,3,1,9,3,206.07999999999998,196.82,201.45
2013-12-03,1610612744,1610612761,2013,112.0,103.0,215.0,101.0,96.3,98.65,95.6,18,10,8,0.556,16,6,10,0.375,5,5,3,3,201.44,195.36,198.4
2013-12-02,1610612764,1610612753,2013,98.0,80.0,178.0,97.75,98.85,99.55,102.35,17,8,9,0.471,16,6,10,0.375,5,3,5,1,195.2,197.72,196.45999999999998
2013-12-02,1610612741,1610612740,2013,128.0,131.0,259.0,94.45,91.05,101.4,99.25,15,7,8,0.467,16,8,8,0.5,5,2,5,3,188.0,196.46,192.23000000000002
2013-12-02,1610612759,1610612737,2013,102.0,100.0,202.0,102.2,94.45,97.35,99.45,17,14,3,0.8240000000000001,18,9,9,0.5,7,7,5,4,195.92000000000002,195.5,195.71
2013-12-02,1610612762,1610612745,2013,109.0,103.0,212.0,89.75,100.4,108.55,100.7,18,3,15,0.1669999999999999,18,13,5,0.722,2,1,8,5,191.32,207.4,199.36
2013-12-02,1610612757,1610612754,2013,106.0,102.0,208.0,104.05,99.35,97.4,86.4,17,14,3,0.8240000000000001,17,16,1,0.941,6,8,9,7,200.4,185.36,192.88
2013-12-01,1610612761,1610612743,2013,98.0,112.0,210.0,99.9,96.0,101.25,102.85,15,6,9,0.4,15,9,6,0.6,3,3,6,3,194.64,205.68,200.16
2013-12-01,1610612746,1610612754,2013,100.0,105.0,205.0,105.3,101.65,97.25,85.35,17,12,5,0.706,16,15,1,0.938,8,4,9,6,200.01999999999998,185.56,192.79
2013-12-01,1610612765,1610612755,2013,115.0,100.0,215.0,96.1,99.1,101.8,108.75,16,6,10,0.375,17,6,11,0.353,4,2,5,1,195.8,201.54,198.67000000000002
2013-12-01,1610612758,1610612744,2013,113.0,115.0,228.0,96.45,99.05,101.0,96.95,14,4,10,0.286,17,9,8,0.529,3,1,5,4,206.18,200.18,203.18
2013-12-01,1610612748,1610612766,2013,99.0,98.0,197.0,100.85,95.65,88.35,89.35,16,13,3,0.813,17,8,9,0.471,8,5,4,4,191.26,186.84,189.05
2013-12-01,1610612760,1610612750,2013,113.0,103.0,216.0,99.45,97.4,105.55,100.5,14,11,3,0.7859999999999999,18,9,9,0.5,8,3,6,3,196.86,200.64,198.75
2013-12-01,1610612752,1610612740,2013,99.0,103.0,202.0,93.7,97.45,101.2,99.05,15,3,12,0.2,15,7,8,0.467,1,2,5,2,191.07999999999998,196.24,193.66
2013-12-01,1610612747,1610612757,2013,108.0,114.0,222.0,100.1,103.1,102.85,97.65,17,9,8,0.529,16,13,3,0.813,6,3,6,7,201.0,200.32,200.66
2013-11-30,1610612764,1610612737,2013,108.0,101.0,209.0,97.65,99.35,96.7,98.95,16,7,9,0.438,17,9,8,0.529,4,3,5,4,195.66,194.89999999999998,195.27999999999997
2013-11-30,1610612739,1610612741,2013,97.0,93.0,190.0,91.8,100.05,95.0,90.95,16,4,12,0.25,14,7,7,0.5,3,1,5,2,194.22,187.72,190.97
2013-11-30,1610612763,1610612751,2013,88.0,97.0,185.0,91.8,95.7,94.0,99.6,15,8,7,0.5329999999999999,16,4,12,0.25,3,5,2,2,185.68,196.86,191.27
2013-11-30,1610612742,1610612750,2013,106.0,112.0,218.0,101.8,101.15,106.2,100.3,17,10,7,0.588,17,8,9,0.471,8,2,6,2,199.86,200.48000000000002,200.17000000000002
2013-11-30,1610612759,1610612745,2013,106.0,112.0,218.0,101.85,94.15,108.75,100.2,16,14,2,0.875,17,12,5,0.706,7,7,8,4,195.04,207.07999999999998,201.06
2013-11-30,1610612756,1610612762,2013,104.0,112.0,216.0,101.3,97.6,89.44999999999997,100.75,16,9,7,0.563,17,2,15,0.118,5,4,2,0,199.54,191.10000000000002,195.32
2013-11-30,1610612749,1610612738,2013,92.0,85.0,177.0,88.8,98.4,94.7,96.1,15,2,13,0.133,18,7,11,0.389,1,1,3,4,196.16,191.68,193.92000000000002
2013-11-29,1610612766,1610612749,2013,92.0,76.0,168.0,89.0,90.15,89.45,98.7,16,7,9,0.438,14,2,12,0.143,3,4,1,1,187.01999999999998,196.72,191.87
2013-11-29,1610612753,1610612759,2013,91.0,109.0,200.0,99.1,101.95,101.7,94.8,15,6,9,0.4,15,13,2,0.867,5,1,7,6,198.28,194.68,196.48000000000002
2013-11-29,1610612761,1610612748,2013,83.0,90.0,173.0,100.7,96.35,101.95,96.85,14,6,8,0.429,15,12,3,0.8,3,3,8,4,195.14,191.74,193.44
2013-11-29,1610612737,1610612742,2013,88.0,87.0,175.0,97.5,99.9,102.05,101.0,16,8,8,0.5,16,10,6,0.625,4,4,8,2,194.86,200.44,197.65
2013-11-29,1610612738,1610612739,2013,103.0,86.0,189.0,94.65,96.95,92.1,100.15,17,6,11,0.353,15,4,11,0.267,2,4,3,1,191.5,194.76,193.13
2013-11-29,1610612765,1610612747,2013,102.0,106.0,208.0,95.95,98.6,98.75,102.55,15,6,9,0.4,16,8,8,0.5,4,2,6,2,196.2,200.92000000000002,198.56
2013-11-29,1610612745,1610612751,2013,114.0,95.0,209.0,108.05,100.2,94.65,98.25,16,11,5,0.688,15,4,11,0.267,7,4,2,2,206.76,196.60000000000002,201.68
2013-11-29,1610612760,1610612744,2013,113.0,112.0,225.0,98.9,97.05,99.9,95.85,13,10,3,0.769,16,9,7,0.563,7,3,5,4,196.78,199.4,198.09
2013-11-29,1610612754,1610612764,2013,93.0,73.0,166.0,97.4,87.5,99.05,98.8,15,14,1,0.933,15,7,8,0.467,8,6,4,3,186.12,195.8,190.96
2013-11-29,1610612755,1610612740,2013,105.0,121.0,226.0,101.65,108.95,99.85,98.4,16,6,10,0.375,14,6,8,0.429,5,1,5,1,201.1,195.54000000000002,198.32
2013-11-29,1610612743,1610612752,2013,97.0,95.0,192.0,101.75,103.1,93.85,97.05,14,8,6,0.5710000000000001,14,3,11,0.214,5,3,1,2,205.68,191.07999999999998,198.38
